z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,AR
0.0109609375,5.8322415545338142,0.0,426.6061238902106,0.6419350802786621,0.31432144330931416,0.00011453080469968575,4.7309124704161565e-05,0.67736910243624004,0.00036360910500579316,0.0067383920315963533,0.00095150816816941979,9.4105020270422257e-05,1.1296246910769111e-100
0.0109619140625,5.9255108424981993,0.0,434.09719924809627,0.6318308316829414,0.31284679705511786,0.0001371813962691905,5.2948646638020699e-05,0.67813116256516759,0.0004075410417924247,0.0073214057989960529,0.0010035302342652635,9.9433261753486326e-05,1.0400769531206771e-100
0.010962890624999999,6.0225701351774603,0.0,441.89321354059626,0.62164829173131,0.31133791344288164,0.00016346008935327652,5.9273404970362088e-05,0.67888198942713829,0.0004557376316103331,0.0079431244067136274,0.0010537522115820243,0.00010474938575043135,9.541204918443148e-101
0.0109638671875,6.1233547075957171,0.0,449.99011456232824,0.6114165530529475,0.30979521532618226,0.00019377294202587312,6.635696772787853e-05,0.67962008971146737,0.00050832666437287922,0.0086045992166007279,0.0011016156744408144,0.00011002349718222506,8.7347326935552208e-101
0.01096484375,6.2277815692393634,0.0,458.38245379367112,0.6011643758662362,0.30821915164221086,0.00022854183026756574,7.4278578797193749e-05,0.68034403475471072,0.00056538425054265633,0.0093067872299579055,0.0011465950355725304,0.0001152266779406754,7.9917511275956343e-101
0.010966796875,6.4473100814186264,0.0,476.02348000286497,0.580694949589141,0.30500091915727318,0.00031182640471536177,9.2689947915415696e-05,0.68173244421939916,0.00069160991051437791,0.010819555324831982,0.0012257173964781781,0.00012523763887227851,6.7993929996034936e-101
0.010968749999999999,6.6795706581187249,0.0,494.71732589711257,0.5605031486078288,0.30165992749041076,0.00041763083737786908,0.0001153254214539309,0.68305591903507901,0.00083430245102137886,0.012492844438811518,0.001289372887624328,0.00013467743822115862,5.8674622493011804e-101
0.010970703124999998,6.9234307577903094,0.0,514.38399731195375,0.5407608596573352,0.29819980012793046,0.00054932404902942236,0.0001429812323722921,0.68430666237790794,0.00099187294275431557,0.014329883992312541,0.0013360778041755803,0.0001433974735175299,5.1573883705898628e-101
0.010972656249999999,7.177635608612996,0.0,534.93336680947073,0.5216091421794782,0.29462418423858094,0.00071012825174316665,0.00017656010064035708,0.68547771912881716,0.001161827034308779,0.016332790463988389,0.0013655085456328086,0.00015128223628825234,4.623767074018272e-101
0.010974609375,7.4408689174648259,0.0,556.26959743707073,0.5031563356512625,0.2909367084995228,0.00090298645227258976,0.00021708583204753902,0.68656283286511266,0.0013409777922164885,0.018502765172284507,0.0013783956903109091,0.00015824769623249403,4.2290775401022525e-101
0.010976562499999998,7.7118088636055306,0.0,578.29525474984769,0.4854788795261866,0.28714095960102803,0.0011304497083251422,0.00026572072560561324,0.6875562789359676,0.001525750779637846,0.020840298728890587,0.0013763032030208911,0.00016423831752440746,3.9464958218611543e-101
0.010978515624999997,7.989175133402723,0.0,600.91478288724818,0.4686241386845674,0.28324046995068042,0.0013945935934816932,0.00032378447054711199,0.68845268046216246,0.0017125314321014807,0.023345366806740157,0.0013613497531419,0.00016922353114459586,3.7571623935638042e-101
0.010980468749999998,8.2717647750296948,0.0,624.03717080428078,0.45261445516716226,0.27923871013452584,0.001696969005251026,0.00039277255848209927,0.68924681719561354,0.0018980021139874547,0.026017609938764109,0.0013359249503091919,0.00017319410306672092,3.6465345646949674e-101
0.010984374999999998,8.849919319085755,0.0,671.51132778820295,0.4230456978176587,0.27110258063954334,0.0024043221397271179,0.00056477388864959875,0.69049653910879361,0.0022499562982842745,0.031741155668855908,0.0012626215503950345,0.00017805070575099721,3.6123799479530356e-101
0.010986328124999997,9.1418358144964671,0.0,695.65313012183265,0.40953703014290327,0.2668247468726016,0.0028233936087374372,0.00067587445338780151,0.69097090366969893,0.0024198775816487747,0.034885710631450587,0.0012202883452849809,0.00017920483718986623,3.6642084084729486e-101
0.010988281249999997,9.4353911189040076,0.0,720.01494316435446,0.3967954522475456,0.26245888859333394,0.0032813741106545616,0.00080557126820786254,0.69132203315685481,0.0025834613698123713,0.038193140814116282,0.0011760594483764487,0.00017947123864357628,3.7476124131420057e-101
0.010990234374999998,9.7299462567007051,0.0,744.54232221669417,0.38478324390729035,0.25800814222882884,0.0037774612282400486,0.00095629094639407806,0.69154332469490631,0.0027415747905238457,0.0416630114427173,0.0011312965337358818,0.00017889813465381542,3.8515060314963273e-101
0.010992187499999997,10.024962787670283,0.0,769.18733992406897,0.37345976850685214,0.25347558406652376,0.004310539969278865,0.0011306118669754512,0.69162771534789547,0.0028958977730322633,0.045295072590207701,0.0010870408976027764,0.00017753748848393873,3.9654378271141266e-101
0.010994140624999997,10.319991140375583,0.0,793.90779444107227,0.36278328439544166,0.2488642515347384,0.004879241456934174,0.0013312272360245716,0.69156775032505868,0.0030487974195848771,0.049089240982566444,0.0010440476596656166,0.00017544338542730344,4.0798130199101683e-101
0.010996093749999998,10.614658362685416,0.0,818.66638646033141,0.35271227318237824,0.24417717564884367,0.0054819930291120098,0.0015608992588785904,0.69135569796973828,0.0032031874225156849,0.053045545101847502,0.0010028307648498529,0.00017267080421434148,4.186120928746347e-101
0.010998046874999997,10.908655980595924,0.0,843.42991653373758,0.3432063754211102,0.23941742419732867,0.0061170581576832387,0.0018224061453167779,0.69098370484517957,0.003362384778131217,0.057164036289367434,0.00096371085447771536,0.00016927473251531101,4.2772461849719133e-101
0.010999023437499998,11.055205945029044,0.0,855.80206537022389,0.33865676481810114,0.23699325199011004,0.0064485252304114955,0.0019672964794734894,0.6907318352609495,0.0034457883357555457,0.059301101050603142,0.00094485455819689058,0.00016734709449996068,4.3150636831945895e-101
0.010999999999999998,11.201506057071938,0.0,868.16433612203912,0.3342336522106585,0.23455184874627558,0.0067874517989307513,0.0021214688862496579,0.6904348497576378,0.0035318498301534582,0.061480670581723844,0.00092658293793108871,0.00016527746109798634,4.346520068966964e-101
0.011002197265624996,11.529938964409919,0.0,895.9308357838197,0.3247129314275242,0.22904754343943382,0.0075691836343244334,0.0024998338225823199,0.68960883059243971,0.0037350131010938101,0.066491463540073223,0.00088795425276601248,0.00016017761728678528,4.4364509997583503e-101
0.011004394531249996,11.856654816907291,0.0,923.59443417502814,0.3157653097275881,0.22346476234914481,0.0083838735121078527,0.0029285802394098614,0.68855267448867485,0.0039587451590161775,0.07170472462036151,0.00085213830929656981,0.00015450132198853729,4.3879635222737464e-101
0.011006591796874996,12.181438427510676,0.0,951.12241892679435,0.3073463206591608,0.21780896846774414,0.0092283796007654271,0.0034108253341958348,0.68725778429667039,0.0042082257051181855,0.077118465998943508,0.00081903048131292636,0.00014832011524968687,4.3914951865285067e-101
0.011008789062499996,12.504098182105675,0.0,978.48381155791071,0.2994154577776626,0.21208619846339005,0.010099405005492721,0.0039492262546839303,0.68571714857416954,0.0044883458519429939,0.082729503030498433,0.00078846916446358801,0.00014170365535869808,4.2626051220553152e-101
0.011010986328124996,12.82445465321983,0.0,1005.6487739974622,0.29193602243645606,0.20630316368995566,0.010993494236412866,0.0045459003980550814,0.68392568817557575,0.0048035782871320354,0.088533193238097982,0.0007602619509011029,0.00013472002386955091,4.1999630266688255e-101
0.011013183593749996,13.142335854551678,0.0,1032.5885202059353,0.28487479873427524,0.20046733611302334,0.011907029061399219,0.0052023625052661747,0.68188055125364688,0.0051578702527900798,0.094523211354201137,0.00073420325572840308,0.00012743620394465441,4.0125143814350144e-101
0.011015380859374996,13.457587438081294,0.0,1059.276385653312,0.2782014457151579,0.19458701575657425,0.012836226118785926,0.0059194796584906423,0.67958134725053521,0.0055545577232309429,0.10069136905431862,0.00071008570509469514,0.00011991873296977067,3.8976370850185443e-101
0.011017578124999997,13.770053527098204,0.0,1085.6865690141399,0.27188857861780646,0.18867136500441084,0.013777140675047829,0.0066974455750784291,0.67703030635300343,0.0059963003724757295,0.10702749997139371,0.00068770759139334095,0.00011223445719674843,3.6799790554055682e-101
0.011019775390624997,14.079572677147587,0.0,1111.7940246273135,0.2659114993067498,0.18273041175284183,0.014725677370142125,0.0075357733958964761,0.6742323615788689,0.0064850362637969448,0.11351941105366434,0.00066687727479045153,0.00010445130999887007,3.5466537119365335e-101
0.011021972656249997,14.385975274156312,0.0,1137.5744282308037,0.2602479295636636,0.17677502096399991,0.015677609237073106,0.0084333059067701367,0.67119515124841345,0.0070219559725556487,0.1201529021497911,0.00064741556437682938,9.6638957020053298e-05,3.3291167525590309e-101
0.011024169921874997,14.689082143424773,0.0,1163.0042016244442,0.25487775492815307,0.17081683235473027,0.016628605176720528,0.0093882413430392084,0.66792894468229291,0.0076074958237560657,0.12691185465753463,0.00062915682835459224,8.8869133571586943e-05,3.1964820915040992e-101
0.011026367187499997,14.988704340149948,0.0,1188.0605852228462,0.2497827826395224,0.16486816786553798,0.017574265587676031,0.010398172633525767,0.66444649566603675,0.0082413497968885745,0.13377838363158992,0.00061194935311111541,8.1215465633773768e-05,3.0048071321412771e-101
0.011028564453124997,15.284643836069099,0.0,1212.7217442965161,0.24494651736259024,0.15894190986550172,0.018510164991999655,0.011460137694105274,0.66076283196483632,0.0089224993812108671,0.14073304820235955,0.00059565529385758958,7.3752606129220608e-05,2.898325841156295e-101
0.011030761718749997,15.576695091542271,0.0,1236.96689942584,0.2403539553377969,0.15305135614952872,0.019431900292503999,0.01257067847283893,0.65689499003758711,0.0096492603769898124,0.1477551096922092,0.00058015039933002866,6.6554579012300034e-05,2.7526569654051038e-101
0.011032958984374997,15.864647162419805,0.0,1260.7764664114391,0.23599139876025768,0.14721005530502115,0.020335142580393116,0.013725906525669445,0.65286170632134011,0.01041934537097235,0.15482282799981181,0.00056532354277327636,5.9692354018613073e-05,2.6834680452521431e-101
0.011035156249999997,16.148286360627651,0.0,1284.1321978161832,0.23184628949150715,0.14143162984636379,0.021215690545937312,0.014921573271255499,0.64868307612954879,0.011229940501657978,0.1619137829823592,0.00055107590542528503,5.3230817452323588e-05,2.5945898633267472e-101
